entity	neighbors
__organic_phenomenon_1	death, circulation, food chain, rejection, life cycle, polymorphism, pleomorphism, dominance, natural phenomenon, food pyramid, recognition, dehiscence
__organicism_1	scientific theory
__organisation_3	blue, tammany, enterprise, association, musical group, fiefdom, association of orangemen, social group, ngo, machine, professional organisation, alignment, girl scouts, membership, establishment, hierarchy, line of defence, party, defence, polity, force, quorum, host, commission, gray
__organisation_5	administration
__organisation_6	activity, order, rationalisation
__organise_4	care, arrange, reorganise
__organist_1	henry purcell, albert schweitzer, couperin, tallis, instrumentalist
__organs_1	meat, giblet
__orient_1	lie
__orient_2	reorient, decide
__orient_5	poesy, eastern
__oriental_1	mongolian race, yellow man, mongol, yellow woman
__oriental_arborvitae_1	arborvitae, genus thuja
__oriental_plane_1	genus platanus, plane tree
__oriental_poppy_1	genus papaver, poppy
__orientation_1	emplacement
__orientation_2	perspective, experimentalism, heresy, ideology
__orientation_3	horizontal, direction, attitude
__origami_1	art
__origanum_1	cretan dittany, knotted marjoram, genus origanum, herb, marjoram
__original_4	new, avant garde, germinal
__original_sin_1	sin, church doctrine
__originality_1	freshness, ability
__originality_2	quality, freshness
__orinase_1	hypoglycaemic agent, sulfonylurea
__orinoco_1	river, colombia, republic of venezuela
__orison_1	invocation, intercession, collect
__orissa_1	province, bharat
__orites_excelsa_1	genus orites, tree
__orizaba_1	city, mexico
__orkney_islands_1	archipelago, north sea, atlantic, scotland
__orlando_1	everglade state, walt disney world
__orleanais_1	france, geographic area
__orleans_1	city, france
__orleans_2	beleaguering
__orly_1	capital of france, suburb
__ornithischian_1	ceratopsian, staurikosaur, ornithopod, order ornithischia, dinosaur, pisanosaur
__ornithomimid_1	bird footed dinosaur, ornithomimida
__ornithomimida_1	genus deinocheirus, ornithomimid
__ornithopod_1	ornithischian, euronithopod
__orono_1	maine, town
__oropharynx_1	pharynx, bodily cavity
__orphan_1	deprive
__orpiment_1	mineral
__orris_2	root, florentine iris
__orthodox_jew_1	lubavitcher, chasid, jewish orthodoxy
__orthodox_judaism_2	chasidism, judaism
__orthodoxy_1	faith, convention
__orthoepy_1	language
__orthography_1	punctuation, spelling, hieroglyph, writing, hyphenation
__orthopaedics_1	medical science, traction
__orthopteran_1	cricket, grasshopper
__orthotomus_sutorius_1	old world warbler, genus orthotomus
__ortilis_vetula_macalli_1	chachalaca, genus ortalis
__ortygan_1	wader, genus turnix
__orumiyeh_1	city, iran
__oryx_1	genus oryx, antelope
__oryzomys_palustris_1	genus oryzomys, rat
__os_pubis_1	hip, bone
__os_sesamoideum_1	kneecap, bone
__os_sphenoidale_1	skull, pterygoid process, crotaphion
__os_temporale_1	tympanic bone, glenoid fossa, styloid process, braincase
__osage_2	missouri, river
__osaka_1	japan
__osaka_bay_1	bay, pacific, japan
__oscar_fingal_o_flahertie_wills_wilde_1	dramatist, author
__oscillate_2	sway, librate
__oscillation_1	libration, action
__oscillation_2	beat, ripple, undulation, sympathetic vibration, transient
__oscillator_1	generator, heterodyne oscillator
__oscine_1	thrush, swallow shrike, dipper, starling, babbler, mimus polyglotktos, shrike, honeycreeper, mocking thrush, new zealand wren, australian magpie, bowerbird, wagtail, finch, waxwing, honey eater, weaver, bluebird, tanager, blue mockingbird, passeriform bird, catbird, vireo, tit, lark, flycatcher
__oscines_1	family muscicapidae, family paridae, family icteridae, family passeridae, family hirundinidae, order passeriformes, acanthisittidae, drepanididae, family ptilonorhynchidae, family meliphagidae, cinclidae, family paradisaeidae, cracticidae, family sylviidae, family mimidae, family fringillidae, family ploceidae, family irenidae, alaudidae, family turdidae, family timaliidae, corvidae, family thraupidae, artamidae
__oscitance_1	drowsiness, dullness
__oscitance_2	pandiculation
__osculate_1	be
__osculation_1	contact, math
__osier_1	basket willow, golden willow, almond willow, common osier, willow
__osmerus_mordax_1	smelt, american smelt
__osmotic_pressure_1	force per unit area, physical chemistry
__ossify_1	stiffen, change state
__ostracise_2	exclude, boycott
__ostracoda_1	class, class crustacea, mussel shrimp
__ostracoderm_1	order ostracodermi, agnathan
__ostrava_1	city, czech republic
__ostrich_2	flightless bird, genus struthio
__ostwald_s_theory_of_indicators_1	scientific theory, chemical science
__otaria_byronia_1	sea lion, genus otaria
__otc_security_1	certificate
__otho_i_1	holy roman emperor, king of the germans
__othonna_1	genus othonna, bush
__otides_1	animal order, gruiformes
__oto_1	siouan
__otology_1	fenestration, medical specialty, auditory apparatus
__ottawa_2	river, canada
__otter_2	genus lutra, mustelid
__otter_shrew_1	genus potamogale, insectivore
__ottoman_empire_1	europe, empire, africa
__ottumwa_1	hawkeye state, town
__otus_asio_1	bird of minerva, genus otus
__ouachita_1	la, river
__ouija_1	board, planchette
__oujda_1	city, al magrib
__ounce_2	lb, dram
__ounce_3	big cat, genus panthera
__ouranos_1	greek mythology
__ouse_1	river, england
__ouster_2	jurisprudence, dispossession
__out_2	break
__out_4	putout, strikeout, failure
__out_5	baseball, down
__out_of_play_1	athletics, dead
__outage_2	computer, breakdown
__outback_1	never never, bush
__outbid_2	auction, bid
__outboard_2	ice, screw
__outbred_1	anthropology, crossbred
__outbuilding_1	shed, building, garage
__outcrop_2	belay, rock
__outdoor_game_1	athletic game, field game, golf
__outer_2	anatomy
__outer_garment_1	coat
__outer_hebrides_1	hebridean islands, archipelago
__outer_planet_1	neptune, jupiter, uranus, major planet
__outer_space_1	infinite, aerospace, location, interstellar space
__outerwear_1	gown, article of clothing
__outfield_1	right, parcel, ball field, center
__outfielder_1	softball, baseball, fielder
__outfitter_1	garment worker
__outgoing_1	out, effluent
__outpoint_1	beat
__outport_1	port
__outpost_2	armed forces, military post
__output_1	sign, create
__output_3	production
__output_4	indefinite quantity, pick
__output_5	product, throughput
__output_file_1	computer file, computer science
__outrage_6	trouble
__outsize_1	big
__outsole_1	boot, shoe
__outspan_1	animal husbandry
__outstanding_1	conspicuous
__ouzo_1	booze
__ovary_1	bloom, reproductive structure
__ovary_2	female reproductive system, craniate, female internal reproductive organ, gonad, graafian follicle, arteria ovarica
__ovation_1	credit, applause
__ovenbake_1	bake, cookery
__ovenbird_2	furnarius, tyrannid
__over_1	cricket, maiden
__overabundance_2	excess, abundance
__overarm_1	athletics, round arm
__overbid_2	auction, bid
__overbid_4	bridge, bid
__overbite_1	malocclusion, dental medicine
__overboil_2	boil, cookery
__overcapitalisation_1	business, capitalisation
__overcapitalise_1	capitalise, overestimate
__overcome_3	clutch, kill, lock
__overcompensation_1	psychiatry, compensation
__overcrop_1	agriculture, crop
__overestimate_1	overcapitalise, misjudge
__overexpose_1	photography, expose
__overexpose_2	photography, expose
__overhaul_1	advance
__overhaul_4	improvement
__overhead_5	navigation, cabin, ceiling
__overheating_1	heating, meltdown
__overlap_1	share, co occur
__overlap_2	imbricate, continue
__overleap_2	bound, hurdle
__overmaster_1	beat
__overnight_bag_1	bag
__override_1	decree
__overshadow_3	becloud, eclipse
__overshoe_1	footgear, arctic
__oversight_2	invigilation, direction
__overspend_1	consume
__overthrow_3	conclusion
__overturn_1	turn
__ovid_1	poet, morpheus
__oviedo_1	city, espana
__oviraptorid_1	maniraptor, maniraptora
__ovis_vignei_1	genus ovis, wild sheep
__ovocon_1	anovulant
__ovral_1	anovulant
__ovrette_1	anovulant
__ovule_1	seed, reproductive structure, chalaza
__ovulen_1	anovulant
__owen_1	industrialist, crusader
__owensboro_1	bluegrass state, town
__owner_1	jurisprudence, patron, businessman, newspaper publisher
__owner_2	individual, landholder, saver
__ownership_1	property right, landholding, community
__ownership_2	holding, control
__ox_1	withers, bos, bos taurus
__ox_2	aurochs, asian wild ox, bos, banteng, bovine, bos grunniens
__oxalis_1	herb, genus oxalis
__oxbridge_1	university
__oxeye_2	wild flower, buphthalmum
__oxford_1	city, oxford, england
__oxford_2	empire state of the south, town
__oxford_3	oxford, university
__oxidate_1	change
__oxidate_2	change, catabolise
__oxidation_1	burning, rust, nitrification
__oxidative_phosphorylation_1	biological process, citric acid cycle
__oxide_1	trioxide, burnt lime, flowers of zinc, silica, titania
__oxtant_1	arcdegree, angular unit, quadrant
__oxyacetylene_1	mixture
__oxyacid_1	acid
__oxydendrum_arboreum_1	genus oxydendrum, angiospermous tree
__oxygen_mask_1	breathing apparatus, aqua lung
__oxyura_jamaicensis_1	duck, genus oxyura
__oxyuranus_scutellatus_1	elapid, genus oxyuranus
__oyster_2	japanese oyster, pearl oyster, anomia ephippium, blue point, capiz, bivalve, huitre
__oyster_4	helping, bird
__oyster_agaric_1	agaric, genus pleurotus
__oyster_catcher_1	limicoline bird, genus haematopus
__oyster_crab_1	genus pinnotheres, pea crab
__oyster_plant_1	oyster plant, herb, genus tragopogon, root
__oyster_plant_2	oyster plant, salsify
__ozark_mountains_1	ar, chain
__ozawa_1	conductor
__ozone_1	gas
__ozone_hole_1	hole, ozone layer
__ozone_layer_1	ozone hole
__p_a__1	loudspeaker, tannoy
__p_e_ratio_1	securities market, ratio
__paba_1	sun blocker, acid
__pablo_picasso_1	carver, painter
__pablum_1	pap, cereal
__pace_1	go, rack
__pace_6	celerity, deliberateness, fastness
__pace_7	walk, step
__pace_9	fathom, perch, chain
__pace_car_1	auto, auto racing
__pace_lap_1	auto racing, circle
__pachouli_1	genus pogostemon, bush
__pachouli_2	essence
__pachyderm_1	thick skin, eutherian
__pachyrhizus_erosus_1	genus pachyrhizus, vine
__pachyrhizus_tuberosus_1	genus pachyrhizus, vine
__pachysandra_1	subshrub, genus pachysandra
__pacific_1	australasia, san francisco bay, oceania, south pacific, gulf of tehuantepec, huang hai, south china sea, tasman sea, gulf of alaska, antarctic ocean, sea of okhotsk, new guinea, puget sound, east sea, invasion of iwo, japan, aleutian islands, austronesia, belau, philippine islands, coral sea, osaka bay, catalina island
__pacific_bonito_1	genus sarda, bonito
__pacific_newt_1	rough skinned newt
__pacific_northwest_1	america, geographic area
__pacific_sardine_1	pilchard, genus sardinops
__pacific_spiny_dogfish_1	spiny dogfish, genus squalus
__pacing_1	allegro
__pacinian_corpuscle_1	cutis, nerve end
__pack_1	case
__pack_14	disc pack, deck, accumulation
__pack_18	canis familiaris, hound
__pack_animal_1	beast of burden, packhorse
__package_3	bundle, packet
__packaging_2	content, marketing, buildup
__packet_2	message, computer science
__packet_3	package
__packhorse_1	workhorse
__packing_1	cardboard, material
__packing_box_1	chamber, packing nut
__packing_nut_1	packing box, nut
__pad_11	anatomical structure, paw
__pad_5	paper
__pad_6	foliage, aquatic plant
__pad_8	mattress, rat, mat, cleaning pad, carpet pad
__paddle_1	athletics, boat, feather
__paddle_6	paddle wheel, mill wheel
__paddle_box_1	paddle wheel, covering
__paddle_wheel_1	paddle, paddle box
__paddymelon_1	genus thylogale, brush kangaroo
__padova_1	city, venetia
__paducah_1	bluegrass state, town
__paean_2	anthem
__paederasty_1	gayness, paraphilia
__paella_1	dish
__paeony_1	genus paeonia, flower
__pagad_1	foreign terrorist organization, act of terrorism
__page_2	facing pages, folio, foldout, margin
__page_4	author, diplomat
__pageant_1	ceremonial, representation
__pago_pago_1	american samoa, port
__pagrus_pagrus_1	porgy, genus pagrus
__paid_1	freelance, post free
__pain_4	feeling, hurt, distress
__pain_5	somaesthesia
__paine_2	pamphleteer, american revolutionary leader
__painful_1	agonising
__paint_1	fresco, art, distemper, charge, stipple, watercolor
__paint_2	coat, airbrush, grain
__paint_3	repaint, interpret
__paint_5	oil paint, color, distemper, coat of paint, varnish, water base paint, enamel
__paintball_gun_1	game equipment, air gun
__paintbrush_1	brush, applicator
__painted_beauty_1	genus vanessa, brush footed butterfly
__painted_desert_1	desert, arizona
__painted_sandgrouse_1	genus pterocles, sand grouse
__painter_1	giorgio vasari, amedeo modigliano, alberto giacometti, kent, pablo picasso, fry, artist, duncan grant, morse, alberti
__painterly_1	aesthetic, beaux arts
__painting_1	icon, illumination, water color, oil painting, graphic art, abstraction, mural, daub, landscape
__painting_2	oil painting, beaux arts, art
__painting_3	application
__pair_8	assemblage, couple
__pair_of_pincers_1	hand tool
__pair_of_pliers_1	hand tool, jaw, compound lever
__pair_of_scissors_1	blade, shears, compound lever, edge tool
__paisa_1	pakistani rupee, nepalese rupee, fractional monetary unit
__pakistani_1	asian, islamic republic of pakistan
__pakistani_monetary_unit_1	pakistani rupee, monetary unit
__pakistani_rupee_1	pakistani monetary unit, paisa
__palace_4	tuileries, residence
__palaeobiology_1	palaeobotany, biological science, fossilology, palaeozoology
__palaeobotany_1	botany, palaeobiology
__palaeolithic_1	stone age, upper paleolithic
__palaeopathology_1	archaeology, pathology
__palaeozoology_1	zoological science, palaeobiology
__palatability_1	appetisingness, taste property
__palatal_1	soft, glide
__palate_1	surface, mouth, hard palate, gustatory organ, soft palate
__palatinate_1	district, deutschland
__palatine_1	dark ages, lord
__palau_1	belau
__pale_2	strip, paling
__paleacrita_vernata_1	genus paleacrita, geometrid
__paleface_1	caucasian
__paleo_american_culture_1	folsom culture, clovis culture, civilisation
__paleocene_1	tertiary, epoch
__paleozoic_1	ordovician, age of fishes, era, silurian, carboniferous, permian
__palermo_1	city, port, sicilia
__palestine_1	palestinian hizballah, al nathir, pflp, forces of umar al mukhtar, al asifa, democratic front for the liberation of palestine, mandate, harakat al jihad al islami al filastini, abu nidal organization
